route_id,system_a_id,system_a_name,system_b_id,system_b_name,cluster_a,cluster_b,route_class,baseline_status,priority_travel_band,civilian_travel_band,source,narrative_note
RT-0931,M14-02,Orinion,M14-03,Galenas,Doan Roads,Doan Roads,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Doan Roads local continuity route
RT-0932,M14-03,Galenas,M14-04,Junoadia,Doan Roads,Doan Roads,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Doan Roads local continuity route
RT-0933,M14-04,Junoadia,M14-05,Kestan,Doan Roads,Doan Roads,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Doan Roads local continuity route
RT-0934,M14-11,Karaadia,M14-04,Junoadia,Doan Roads,Doan Roads,cluster gateway spoke,damaged,0.5–1.5 days,1–4 days,deterministic gateway spoke,Doan Roads gateway access
RT-0935,M14-05,Kestan,M14-06,Veyer,Doan Roads,Doan Roads,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Doan Roads local continuity route
RT-0936,M14-06,Veyer,M14-07,Erisin,Doan Roads,Doan Roads,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Doan Roads local continuity route
RT-0937,M14-07,Erisin,M14-08,Noxas,Doan Roads,Doan Roads,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Doan Roads local continuity route
RT-0938,M14-11,Karaadia,M14-07,Erisin,Doan Roads,Doan Roads,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Doan Roads gateway access
RT-0939,M14-08,Noxas,M14-09,Quenum,Doan Roads,Doan Roads,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Doan Roads local continuity route
RT-0940,M14-11,Karaadia,M14-08,Noxas,Doan Roads,Doan Roads,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Doan Roads gateway access
RT-0941,M14-09,Quenum,M14-10,Velaessa,Doan Roads,Doan Roads,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Doan Roads local continuity route
RT-0942,M14-10,Velaessa,M14-11,Karaadia,Doan Roads,Doan Roads,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Doan Roads local continuity route
RT-0943,M14-11,Karaadia,M14-12,Karaen,Doan Roads,Doan Roads,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Doan Roads local continuity route
RT-0944,M14-11,Karaadia,M15-04,Erisadia,Doan Roads,Cardo Verge,regional,stable,1–4 days,2–14 days,cluster backbone,Middle ring closure
RT-0945,M15-01,K-13,M15-02,Bexum,Cardo Verge,Cardo Verge,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Cardo Verge local continuity route
RT-0946,M15-04,Erisadia,M15-01,K-13,Cardo Verge,Cardo Verge,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Cardo Verge gateway access
RT-0947,M15-12,Ulenessa,M15-01,K-13,Cardo Verge,Cardo Verge,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Cardo Verge local continuity route
RT-0948,M15-02,Bexum,M15-03,Junoeth,Cardo Verge,Cardo Verge,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Cardo Verge local continuity route
RT-0949,M15-04,Erisadia,M15-02,Bexum,Cardo Verge,Cardo Verge,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Cardo Verge gateway access
RT-0950,M15-03,Junoeth,M15-04,Erisadia,Cardo Verge,Cardo Verge,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Cardo Verge local continuity route
RT-0951,M15-04,Erisadia,M15-05,Yvenara,Cardo Verge,Cardo Verge,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Cardo Verge local continuity route
RT-0952,M15-04,Erisadia,M15-07,Zarekor,Cardo Verge,Cardo Verge,cluster gateway spoke,damaged,0.5–1.5 days,1–4 days,deterministic gateway spoke,Cardo Verge gateway access
RT-0953,M15-04,Erisadia,M15-10,Yveniel,Cardo Verge,Cardo Verge,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Cardo Verge gateway access
RT-0954,M15-04,Erisadia,M15-12,Ulenessa,Cardo Verge,Cardo Verge,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Cardo Verge gateway access
RT-0955,M15-05,Yvenara,M15-06,Coris,Cardo Verge,Cardo Verge,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Cardo Verge local continuity route
RT-0956,M15-06,Coris,M15-07,Zarekor,Cardo Verge,Cardo Verge,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Cardo Verge local continuity route
RT-0957,M15-07,Zarekor,M15-08,Demean,Cardo Verge,Cardo Verge,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Cardo Verge local continuity route
RT-0958,M15-08,Demean,M15-09,Torenyr,Cardo Verge,Cardo Verge,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Cardo Verge local continuity route
RT-0959,M15-09,Torenyr,M15-10,Yveniel,Cardo Verge,Cardo Verge,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Cardo Verge local continuity route
RT-0960,M15-10,Yveniel,M15-11,Serayr,Cardo Verge,Cardo Verge,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Cardo Verge local continuity route
RT-0961,M15-11,Serayr,M15-12,Ulenessa,Cardo Verge,Cardo Verge,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Cardo Verge local continuity route
